Term ID,Term
"67,356",Nurse home visiting
"22,554",Nurses
"21,654",Nursing
"21,732",Nursing home care
"20,635",Nutrition
"78,271",Nutrition counselling
"60,041",NYSE
"60,046",NZ Emissions Trading Scheme
"60,051",Oath of allegiance
"20,428",Obesity
"20,427",Obesity in children
"92,166",obesity prevention
"89,116",Obsolete buildings
"96,436",Obstetrics and gynaecology
"71,176",occupant health
"52,301",Occupational health and safety
"21,867",Occupational training
"22,748",Occupations
"20,265",Ocean
"93,216",Ocean acidification
"60,056",Ocean temperature
"60,061",OECD
"66,311",Office building
"66,101",office buildings
"69,881",Office of Learning and Teaching
"60,066",Office of Scholarly Communication
"67,716",Official Development Assistance (ODA)
"51,911",Offshore detention
"20,692",Offshore outsourcing
"84,401",Offshore processing
"60,076",Oil
"22,347",Oil industries
"60,071",Oil prices
"96,776",Old growth forests
"60,081",Older Australians
"60,086",older drivers
"33,388",Older men
"20,823",Older people
"20,774",Older people--Care
"22,105",Older people--Family relationships
"20,775",Older people--Health and hygiene
"20,903",Older people--Housing
"33,389",Older people--Medical care
"33,390",Older people--Services for
"33,387",Older women
"69,026",oligopoly
"66,426",Olympic Games
"23,045",Ombudsman
"93,116",on demand work
"60,091",One laptop per child
"60,096",One Nation
"60,111",Online abuse
"60,116",Online brief interventions
"71,926",Online collaboration
"84,766",online commerce
"60,121",online copyright infringement
"60,126",Online dating
"70,066",online education
"60,131",Online electronic media
"60,136",online fraud
"60,146",online harassment
"21,165",Online information services
"69,851",Online job vacancies
"20,985",Online journalism
"88,386",Online learning
"91,681",online marketplace
"93,401",online outsourcing
"70,911",Online payments
"60,151",online petitions
"65,101",Online politics
"60,156",Online privacy
"60,161",Online programs
"70,916",Online risk
"93,026",online selling
"89,186",online shared accommodation listings
"60,166",online shopping
"66,676",Online skills
"20,760",Online social networks
"65,171",Online video
"82,951",Online wagering
"65,241",Online/mobile/social
"90,696",OPCAT
"60,171",open access
"20,161",Open access publishing
"52,356",Open data
"60,176",Open government
"60,181",Open Government Partnership (OGP)
"60,186",open knowledge
"91,076",Open Science theory
"60,191",Open source software
"89,491",open space
"82,381",Open spaces
"60,196",Open Universities Australia
"68,091",Operation Bastille
"60,201",Operational evaluations
"71,131",operational strategy
"60,206",Opioid Maintenance Therapy
"60,211",Opioids
"60,216",Opportunity
"72,341",Oral and Maxillofacial Surgery
"60,221",Oral health
"60,226",oral history
"91,231",Orchestras
"60,231",ORCID
"60,236",Organ donation
"60,241",Organic Electronics
"71,436",organisation identifiers
"60,246",Organisational capital
"72,716",organisational change
"92,556",Organisational Communication
"96,601",Organisational culture
"68,396",Organisational Resilience
"21,006",Organised crime
"60,256",Organizational Citizenship Behavior (OCB)
"60,261",orientalism
"60,266",orthopaedics
"60,271",Orthotists
"60,276",Osteoporosis
"60,281",otitis media
"71,651",Ottawa Charter
"51,766",Out-of-home care
"97,141",Outcomes contracting
"65,816",outcomes measurement
"72,206",outdoor activities
"69,616",outdoor temperature
"71,556",outdoor thermal discomfort
"60,291",Outsourcing
"60,296",Over employment
"60,301",Over-grazing
"72,296",over-lapping generations
"60,306",over-the-counter medication
"67,311",overdose
"65,446",Overflow
"60,311",overseas adoption
"60,321",overseas labour
"60,326",overseas qualifications
"60,331",overtime
"60,336",overweight children
"96,596",Overworking
"60,341",Oxford Martin Commission
"84,891",Pacific adolescents
"76,736",Pacific architecture
"75,816",Pacific career progression
"80,376",Pacific history
"79,111",Pacific Island economies
"80,726",Pacific Island sportsmen
"75,266",Pacific Islands Forum
"91,301",Pacific Labour Scheme (PLS)
"77,226",Pacific languages
"76,651",Pacific media
"91,026",Pacific methodologies
"77,991",Pacific peacebuilding
"84,716",Pacific people
"77,741",Pacific populations
"69,371",Pacific region
"84,746",Pacific research
"81,926",Pacific stereotypes
"76,741",Pacific studies
"79,461",Pacific women
"60,351",pacifism
"82,786",Paediatric nutrition
"60,356",Paediatricians
"60,361",Paid Holiday Leave
"22,234",Pain
"60,366",Pain management
"60,371",Painkillers
"60,376",Paleo diet
"60,381",Palliative care
"21,328",Palliative treatment
"60,386",Panama Papers
"68,661",Panarchy
"51,586",pandemic
"60,391",panel data
"65,111",panopticon
"60,396",parachute journalism
"60,401",Parameter uncertainty
"64,861",parametric simulation
"60,406",Parent engagement
"60,411",Parental contributions
"60,416",Parental leave
"20,613",Parenting
"60,426",parenting payments
"60,431",Parenting programs
"60,436",Parenting skills
"60,441",Parentline
"65,346",Parents as consumers
"51,646",Paris Agreement
"60,446",Parks
"20,514",Parliament
"60,451",Parliamentarians
"65,731",Parliamentary Committees
"60,456",Parliamentary entitlements
"60,461",Parliamentary practice
"60,466",Parliamentary privilege
"91,501",Parliamentary remuneration
"60,471",Parliamentary Scrutiny
"60,476",Parole
"60,481",part-time employment
"97,341",partial equilibrium analysis
"60,486",Participatory journalism
"70,761",participatory media practice
"70,501",participatory processes
"72,071",Particulate matter sensing
"67,551",partisanship
"71,656",partner state
"22,661",Partnership
"60,491",Partnership Schools
"67,541",Party jumping
"66,781",party politics
"65,316",Party unity
"60,501",Pasifika
"89,396",Pasifika diaspora
"66,316",Passive house
"67,326",pastoral care
"60,506",Pastoral industry
"66,096",Pastures
"93,431",patchwork economy
"21,116",Patents
"60,521",Pathology tests
"67,761",Pathways to reform
"52,321",Patient experience
"60,526",Patient health
"64,541",patient safety
"21,644",Patients
"21,804",Patriotism
"82,511",Pauline Hanson
"22,747",Pay equity
"60,531",Pay TV
"66,141",Pay-for-performance
"60,536",payday lenders
"20,154",Payment
"69,266",payroll costs
"84,921",payroll tax
"97,351",Paywalls
"67,156",PDRK
"21,202",Peace
"20,429",Peace-building
"70,006",peacekeeping
"94,271",peak car
"60,546",Peak demand
"66,691",pedagogy
"89,231",pedestrian movement
"60,551",Peer group
"69,731",Peer mentoring
"67,396",peer operated service
"20,839",Peer review
"60,556",peer workers
"51,616",peer-to-peer economy
"51,611",peer-to-peer networks
"60,561",peers
"51,756",Penalty rates
"71,121",Penetration factor
"60,566",pension funds
"68,846",pension poverty
"70,751",pension tribunal
"22,249",Pensions
"60,581",People smuggling
"20,470",People with disabilities
"20,485",People with disabilities--Civil rights
"20,465",People with disabilities--Government policy
"20,285",People with disabilities--Housing
"20,463",People with disabilities--Institutional care
"20,469","People with disabilities--Legal status, laws, etc."
"20,585",People with disabilities--Services for
"69,406",people with disability
"21,207",People with social disabilities
"67,586",People's Liberation Army
"69,076",People's Liberation Navy
"83,626",Perceptions of crime in migrant communities
"69,451",performance and development
"22,883",Performance art
"66,846",performance attribution
"64,506",performance evaluation
"90,536",performance gap
"89,056",performance improvement
"69,921",performance indicators
"60,591",performance management
"67,731",performance metrics
"60,596",Performance monitoring
"60,601",Performance reporting
"60,606",Performance targets
"21,100",Performance--Management
"20,310",Performing arts
"97,156",Peri-urban development
"60,611",Perinatal Data Collection
"22,827",Perinatal death
"84,911",Permaculture
"66,791",permanent income hypothesis
"71,506",perpetrator characteristics
"60,616",Perpetrator Interventions
"85,156",persistent identifiers
"54,666",Personal computers
"60,621",Personal finance
"60,626",personal harm
"91,346",personal health information
"60,631",Personal identifiers
"21,570",Personal injuries
"70,531",personal safety
"60,636",personality
"21,666",Pests
"73,881",Peter Dutton
"67,206",Petrol
"60,646",Petrol prices
"60,651",Petrol sniffing
"22,114",Petroleum industry and trade
"23,300",Petroleum products--Prices
"67,011",PGPA Act 2013
"60,541",Pharmaceutical Benefits Scheme (PBS)
"21,591",Pharmaceutical industry
"21,119",Pharmaceuticals
"84,261",pharmacists
"60,656",Philanthropic sector
"22,873",Philanthropists
"60,661",Philanthropy
"60,666",Philosophy
"67,611",PHNs
"60,671",Phone numbers
"65,791",phonics
"60,676",Photographs
"21,045",Photography
"70,741",photojournalism
"67,911",photovoltaic
"83,441",Photovoltaic thermal
"60,681",physical activity
"60,686",Physical assault
"60,691",Physical Education
"20,720",Physical fitness
"90,836",physical inactivity
"60,696",physical punishment
"60,701",physical sciences
"66,151",physician assistant
"21,164",Physicians (General practice)
"78,751",Physiotherapy
"68,836",picture quality
"89,786",Pill testing
"60,706",Pillar 3 disclosures
"60,711",Pine Gap
"21,089",Piracy
"21,845",Piracy (Copyright)
"89,821",PIRLS
"60,716",PISA (Programme for International Student Assessment)
"22,623",Place (Philosophy)
"97,411",place-based adaptation
"60,721",place-based child and family services
"22,624",Place-based education
"60,726",Place-based policy
"60,731",Place-based services
"88,366",Place-based stigma
"72,691",places to intervene
"70,721",plagiarism
"90,006",Planetary Health education
"60,736",planning
"68,541",planning policy
"93,606",planning protection
"21,675",Plant diseases
"37,937",Plants
"73,676",Plastic waste
"92,466",Platform economy
"92,711",platform work
"93,126",platform work employee benefits
"93,121",platform worker rights
"22,569",Play
"22,301",Play environments
"22,173",Playgrounds
"60,746",Playgroups
"85,186",plea bargaining
"36,828",Plebiscite
"60,751",Plug-in electric vehicles
"92,791",Plurilingualism
"60,756",pneumococcal vaccine
"60,766",podcasting
"60,771",Poetry-writing
"60,776",poisoning
"60,781",poker machines
"69,271",pokie machines
"20,644",Police
"60,786",Police brutality
"20,959",Police power
"20,614",Police-community relations
"60,791",policing
"60,836",policy
"60,796",policy advice
"60,801",policy analysis
"70,141",policy capability
"67,526",policy churn
"65,726",policy costings
"60,806",Policy failure
"60,811",Policy implementation
"60,816",Policy making
"60,821",Policy reform
"60,826",Policy research
"60,831",policy transfer
"60,846",Polio
"92,586",Polish migrants
"92,591",Polish migrants in Australia
"20,707",Political activists
"67,566",Political astuteness
"60,851",Political bias
"21,170",Political campaigns
"23,518",Political cartoons
"60,856",Political correctness
"20,994",Political corruption
"22,832",Political crimes and offenses
"23,499",Political culture
"60,861",Political defection
"21,022",Political development
"22,604",Political donations
"60,866",Political economy
"23,120",Political ethics
"60,871",Political ignorance
"60,876",political influence
"21,369",Political leadership
"67,556",political loyalty
"60,886",Political models
"60,891",Political office
"22,689",Political participation
"21,366",Political parties
"60,896",political partnerships
"60,901",political party funding
"21,389",Political planning
"51,761",political prisoners
"60,906",political reporting
"21,110",Political science
"67,696",Political skills
"65,716",political slogans
"20,515",Politicians
"60,911",Politics
"22,372",Politics and culture
"20,408",Politics and government
"71,521",politics of data
"71,241",Pollutant
"21,498",Pollution
"88,516",polycentric city
"79,051",Polygyny
"71,546",polymer stacks
"77,301",Polynesians
"67,491",Pome Fruit Disease
"20,260",Poor
"22,489",Poor children
"22,719",Popular culture
"77,096",Popular music
"20,582",Population
"20,776",Population ageing
"20,873",Population density
"21,854",Population forecasting
"21,638",Population geography
"60,936",population growth
"60,941",Population health
"72,176",population model
"52,291",population strategies
"75,731",Populism
"60,946",pork barrelling
"21,701",Pornography
"93,391",portable benefits
"69,911",portfolio construction
"68,841",portfolio holdings
"66,881",portfolio holdings disclosure
"36,014",Portfolio management
"60,951",portfolio optimization
"60,956",Ports
"69,331",post-crisis period
"91,986",post-digital
"60,966",post-graduate research
"60,971",post-natal depression
"70,221",post-secondary education
"60,976",Post-traumatic stress disorder (PTSD)
"21,255",Postcolonialism
"67,591",postnatal
"22,538",Postpartum depression
"96,876",Postpartum period
"52,021",Potable water
"64,631",Poultry
"21,001",Poverty
"96,636",poverty cycle
"91,431",Poverty-informed approach
"33,375",Power of attorney
"67,266",power relations
"21,773",Power resources
"60,981",power stations
"71,986",practice theory
"92,076",practicums
"89,171",pragmatic textual analysis
"70,601",pre-service
"92,716",precarious employment
"67,946",precinct
"90,981",Precinct indicators
"72,651",Precinct information modelling
"84,141",precision medicine
"60,991",predatory publishers
"71,941",predatory trading
"83,471",Prefabricated construction
"61,001",Preferential voting
"20,211",Pregnancy
"61,006",preloading
"68,501",premature babies
"78,906",Presbyterian Church
"71,931",prescribed bodies corporate
"61,011",prescription drugs
"61,016",Prescription medication
"61,026",Preservice teacher education
"61,031",preservice teachers
"51,851",Presidential elections
"20,559",Press
"71,936",press photography
"61,036",Preventative health
"69,871",prevention
"65,821",Prevention-based approaches
"22,176",Preventive health services
"22,383",Price regulation
"61,041",Price signalling
"21,377",Prices
"61,046",Pricing systems
"97,051",Primary care partnerships
"20,576",Primary education
"69,641",primary energy consumption
"21,329",Primary health care
"61,056",Primary Health Networks
"61,066",primary industries
"65,006",primary prevention
"75,431",Primary producers
"61,071",primary schools
"21,380",Prime ministers
"61,076",principals
"65,261",Print
"61,081",print industry
"22,738",Prison administration
"61,086",Prison population
"82,501",Prison radio
"20,725",Prison sentences
"81,191",Prisoner health
"20,724",Prisoners
"20,664",Prisons
"20,149",Privacy
"61,091",Privacy Act
"61,096",Privacy law
"61,101",Private health insurance
"69,576",private home owners
"61,106",private hospitals
"61,111",private rental brokerage
"74,226",Private rental literature review
"61,116",private rental market
"70,186",private rental support programs
"81,791",Private rentals
"20,977",Private schools
"21,834",Private schools--Government policy
"61,121",private sector
"82,641",Private sector investment
"91,641",Private security guards
"20,701",Private security services
"61,126",private training providers
"61,131",Privatisation
"21,378",Privatization
"65,631",Probationary drivers
"61,136",probiotics
"51,511",Problem gambling
"33,331",Problem youth
"89,136",problem-solution nexus
"64,536",Problem-solving
"73,486",Procedural justice
"61,141",proceeds of crime
"69,121",procurement
"89,741",Product development
"64,571",production function estimation
"20,653",Productivity
"61,146",Productivity Commission
"61,151",productivity loss
"71,466",professional affiliations
"96,571",Professional associations
"61,156",Professional care
"61,161",Professional Development
"67,836",professional experience
"61,166",professional learning
"67,646",professional learning community
"61,171",Professional military education
"71,816",professional news media
"89,646",professional practice
"75,771",Professional sport
"61,176",Professional standards
"61,181",Professions
"64,476",proficient teacher
"61,186",Profilic offenders
"92,541",profit shifting
"92,511",profitability
"71,406",program development
"61,191",Program Evaluation
"71,021",Program logic
"67,796",progressive tax
"61,196",Prohibition
"70,201",Project implementation
"61,201",Project planning
"66,536",project-based learning
"96,841",Promoting research outcomes
"20,332",Propaganda
"20,937",Property
"61,211",property development
"61,216",Property Investment
"71,901",property management
"83,541",Property market
"82,921",Property tax
"67,276",prosthetists
"70,651",protected investments
"68,556",protected species
"88,896",Protection orders
"20,268",Protest movements
"61,221",prudential regulation
"61,226",psychiatry
"90,431",Psychological health
"61,231",Psychology
"67,671",psychopathology
"61,236",Psychosocial hazards
"64,866",Psychosocial Safety Climate
"76,451",Psychotherapy
"76,866",Psychotherapy training
"20,174",Public administration
"66,001",Public advocacy
"69,791",Public and community housing
"23,228",Public art
"21,342",Public broadcasting
"61,246",public budgeting
"72,701",public choice
"65,046",public consultation
"61,251",public data
"65,676",Public debt
"83,821",Public dental services
"61,261",Public enquiries
"20,371",Public expenditure
"20,736",Public finance
"66,831",public goods
"20,434",Public health
"74,441",Public health advocacy
"66,896",public health interventions
"61,266",Public health policy
"21,989",Public health--Evaluation
"20,412",Public hospitals
"21,388",Public housing
"75,591",Public housing redevelopment
"65,131",public housing transfers
"20,655",Public infrastructure
"21,324",Public interest
"67,376",Public journalism
"21,351",Public libraries
"89,511",Public open spaces
"20,251",Public opinion
"61,281",public opinion
"20,763",Public opinion polls
"88,636",Public parks
"21,054",Public policy
"61,291",Public pools
"20,633",Public private partnerships
"51,801",public procurement
"69,941",public relations
"21,320",Public safety
"21,176",Public schools
"21,531",Public schools--Government policy
"61,296",public sector
"61,301",Public sector information
"71,481",Public sector innovation
"64,781",public sector leadership
"52,126",Public sector management
"52,131",public sector performance measurement
"76,366",Public sector reforms
"61,306",public servants
"61,311",public service
"52,136",public service delivery
"20,354",Public service employment
"61,316",Public service media
"70,216",public service motivation
"61,321",public service procurement
"61,326",public services
"22,444",Public spaces
"61,331",Public sphere
"61,336",public system
"21,392",Public transport
"82,216",Public transport fares
"61,346",Public trust
"22,733",Public utilities
"61,351",Public value
"20,388",Public welfare
"61,356",Public-private partnerships
"22,835",Public-private sector cooperation
"20,160",Publishers and publishing
"91,756",publishing industry
"67,046",pulmonary disease
"70,126",Pulses and Cereals
"67,906",PVT
"61,361",Pygmalion Effect
"82,746",Quad bikes
"77,976",Quakers
"61,371",qualifications
"64,461",qualitative research
"67,606",quality and safety
"61,376",Quality improvement
"71,681",Quality management
"70,906",Quality media
"92,476",quality of life
"20,327",Quality of work life
"64,821",quarantine
"61,381",Queensland Government
"71,141",Questionnaire survey
"66,491",R&D
"20,624",Race discrimination
"21,240",Race relations
"70,231",racial hierarchy
"92,606",Racial identity
"67,706",racial separatism
"61,386",racial vilification
"61,391",racialism
"20,453",Racism
"72,501",radiation properties
"20,639",Radicalism
"20,642",Radicalism--Religious aspects--Islam
"22,207",Radio
"22,208",Radio broadcasting
"23,474",Radioactive waste disposal
"83,411",Radiocommuications
"83,416",Radiocommuications licenses
"22,075",Railroads
"96,621",Railway stations
"61,406",Rape culture
"91,631",Rapid reviews
"61,411",Rare illness
"70,401",rating systems
"61,416",rating tools
"70,936",rating-contingent financial regulation
"61,421",Ratings
"61,426",Rawlsian theory
"67,826",RDM
"51,686",Re-offending
"22,523",Readiness for school
"22,095",Reading
"61,436",ready-made garment (RMG) industry
"61,441",real estate
"69,691",real estate agents
"21,234",Real estate business
"20,637",Real estate investment
"70,726",reasonable adjustments
"61,446",Rebates
"21,193",Recessions
"61,456",Rechargeable battery
"20,936",Recidivism
"73,146",recidivist drink driving
"90,886",Recognised Seasonal Employer (RSE) scheme
"91,351",Reconciliation Action Plans
"69,971",records management
"61,466",recovery
"72,576",recovery-oriented support
"22,606",Recreation
"61,471",Recreational cannabis
"61,476",Recreational drugs
"65,011",recruitment
"61,481",Recurrent abdominal pain
"22,705","Recycling (Waste, etc)"
"51,711",red tape
"67,081",Red-tape reduction
"66,626",redesign
"65,986",redlining
"61,486",Reduced sentence
"61,491",redundancy
"21,683",Referendum
"84,446",reflective pavement
"61,501",reflux
"61,506",reform
"61,511",Reform of the Federation
"51,916",refugee and asylum seeker policy
"20,983",Refugee children
"84,441",refugee community organisations
"61,516",Refugee education
"61,521",refugee families
"84,431",refugee housing
"84,436",refugee settlement
"84,406",refugee status determination
"61,536",Refugee youth
"20,376",Refugees
"61,546",refugees
"22,734",Refuse and refuse disposal
"69,721",Regenerative Sustainability
"61,551",regional and remote
"84,786",Regional Assistance Mission to Solomon Islands (RAMSI)
"85,286",Regional Australia Institute In[Form] Library
"71,391",regional broadcasting
"61,561",Regional business
"61,566",Regional capitals
"20,666",Regional development
"22,915",Regional disparities
"20,667",Regional economics
"66,056",Regional Financial Stability and Systemic Risk
"82,181",Regional Land Partnerships
"20,845",Regional planning
"61,571",Regional policy
"61,576",Regional resilience
"61,581",Regional social issues
"68,281",Regional students
"61,586",Regional universities
"65,461",Regression discontinuity
"61,591",regressive tax
"61,596",Regulation
"71,976",regulation change
"72,611",regulatory analytics
"68,416",regulatory change
"61,601",regulatory data architecture
"61,606",regulatory governance
"65,361",regulatory pressures
"61,611",Regulatory Reform
"61,616",Regulatory system
"20,638",Rehabilitation
"66,871",Reinvention
"21,598",Relations with China
"52,196",relationship-status
"72,036",Relative Humidity
"61,626",Relgious attire
"21,187",Religion
"21,444",Religion and civil society
"22,081",Religion and culture
"67,546",religion and economics
"20,759",Religion and politics
"20,620",Religious communities
"61,631",Religious divide
"21,553",Religious education
"21,421",Religious fundamentalism
"20,858",Religious tolerance
"65,206",remand
"61,636",Remote Australia
"21,312",Remote communities
"61,641",remote education system
"73,351",Remote health
"61,646",remote teaching
"75,276",Remotely Piloted Aircraft
"51,871",Renewable energy
"89,871",Renewable energy planning
"61,651",renewable energy portfolio
"21,345",Renewable energy sources
"61,656",Renewable Energy Target
"90,541",renewables
"71,621",Renminbi Internationalization
"33,180",Rent
"82,221",Rent assistance
"61,661",rental affordability
"20,262",Rental housing
"33,181",Rental housing--Law and legislation
"65,671",Repatriation
"68,611",Repatriation Transport Scheme
"96,021",Replication
"95,646",Report on Government Services 2018
"95,626",Report on Government Services 2019
"70,546",reporting
"52,166",Reports and Outcomes
"89,606",representation
"64,446",representative bodies
"66,336",Representative dwelling model
"22,845",Representative government and representation
"73,296",Reproductive health
"96,426",Reproductive rights
"22,745",Republicanism
"84,816",Resale royalty rights
"20,853",Research
"61,671",research accountability
"61,676",research and development
"61,681",Research assessment
"61,686",Research commercialisation
"61,691",Research data
"61,696",Research data management
"61,701",Research engagement
"74,281",Research ethics
"91,966",research evaluation
"61,711",Research funding
"89,721",Research governance and design
"61,721",Research impact
"61,726",Research infrastructure
"21,161",Research institutes
"67,201",Research libraries
"20,813",Research management
"21,427",Research methodology
"52,316",Research metrics
"61,731",research outlines
"64,756",Research translation
"61,736",research utilisation
"21,512",Research--Economic aspects
"20,777",Research--Government policy
"61,741",Research-practice relationship
"61,751",Resettlement
"89,366",Resident Opposition
"64,566",Residential aged care
"61,756",residential building
"61,761",Residential care
"65,766",Residential household characteristics
"71,201",residential houses
"89,631",residential location choice
"89,191",residential overcrowding
"67,861",residential property
"61,766",resilience
"22,882",Resilience (Personality trait)
"93,466",reskilling policy
"72,226",Resource Efficiency
"61,771",Resource management
"68,486",Resource rent tax
"61,776",respiratory diseases
"61,781",respite
"74,271",Respite care
"61,786",Restaurants
"21,971",Restorative justice
"65,146",retail banking
"20,948",Retail trade
"21,520",Retirement
"61,791",retirement drivers
"20,883",Retirement income
"61,796",Retirement savings
"71,111",retrofit
"70,351",retrofitting toolkit
"61,806",Return on investment
"84,071",Reunification
"68,121",revenge porn
"21,714",Revenue
"61,811",Review of Australia’s Welfare System
"22,968",Revolutions
"61,816",RFID
"61,821",Rhetoric
"76,266",Rheumatic fever
"67,401",ride sharing services
"93,021",ride-hailing services
"61,826",ride-sharing
"21,004",Right of asylum
"67,616",right to privacy
"70,001",right-wing extremism
"21,340",Risk
"64,971",risk assessment
"69,281",risk factors
"61,831",risk governance
"36,015",Risk management
"61,836",risk perception
"61,841",Risk stratification tools
"97,261",River monitoring
"22,072",Rivers
"67,891",road design
"61,851",road funding
"61,856",Road infrastructure
"89,496",road pricing
"61,861",road rage
"61,866",Road safety
"21,135",Roads
"21,939",Robotics
"61,891",RoGS
"70,316",Roofing
"82,291",Roofs
"89,181",Room sharing
"61,896",Rooming houses
"93,361",rostering software
"93,331",routine instability
"61,901",Royal Commission
"91,521",Royal Commission into Aged Care Quality and Safety
"52,371",Royal Commission into Family Violence
"52,156",Royal Commission into Institutional Responses to Child Sexual Abuse
"82,946","Royal Commission into Misconduct in the Banking, Superannuation and Financial Services Industry"
"61,911",Royal Commission into the Protection and Detention of Children in the Northern Territory
"96,406",Royal Commission into Victoria's Mental Health System
"93,141",Royal Commission of Inquiry into Historical Abuse in State Care and in the Care of Faith-based Institutions
"96,936",Royal Commission of Inquiry into the Attack on Christchurch Mosques on 15 March 2019
"90,351",Royalties
"61,916",RP1001
"61,921",RP1002
"61,926",RP1003
"61,931",RP1004
"61,936",RP1006
"61,941",RP1007
"61,946",RP1009
"61,951",RP1010
"61,956",RP1011
"61,961",RP1013
"61,966",RP1014
"61,971",RP1015
"61,976",RP1017
"61,981",RP1019
"61,986",RP1020
"61,991",RP1021
"61,996",RP1023
"91,266",RP1037
"62,001",RP2002
"62,006",RP2003
"62,011",RP2005
"62,016",RP2006
"62,021",RP2007
"62,026",RP2008
"62,031",RP2009
"62,036",RP2010
"62,041",RP2011
"62,046",RP2014
"62,051",RP2015
"91,916",RP2016
"62,056",RP2017
"94,191",RP2019
"62,061",RP3001
"62,066",RP3002
"62,071",RP3004
"62,076",RP3005
"62,081",RP3006
"62,086",RP3007
"62,091",RP3008
"62,096",RP3009
"93,196",RP3010
"62,101",RP3011
"62,106",RP3012
"62,111",RP3015
"62,116",RP3016
"62,121",RP3017
"62,126",RP3019
"62,131",RP3020
"62,136",RP3020e1
"62,141",RP3021
"62,146",RP3022
"62,151",RP3023
"84,121",RP3028
"62,156",RP3029
"62,161",RP3031
"62,166",RP3033
"62,171",RP3038
"90,796",RP3044
"91,251",RP3045
"91,596",RP5002
"75,186",RSPCA
"62,176",RU486
"62,181",Rudd
"62,186",Rule of law
"65,311",Rupert Murdoch
"62,191",Rural
"65,136",rural Australians
"62,196",rural communication
"21,747",Rural communities
"21,882",Rural conditions
"22,711",Rural development
"92,246",rural governance
"22,419",Rural health
"21,852",Rural health services
"69,951",rural media
"92,241",rural policy
"22,725",Rural schools
"62,206",Safe Assets
"62,211",Safe at home programs
"62,216",Safety
"22,369",Safety regulations
"62,221",Salary
"62,231",Salinity
"62,236",Same-sex
"21,452",Same-sex marriage
"76,831",Samoan families in New Zealand
"76,986",Samoan folk tales
"77,196",Samoan language
"76,991",Samoan myths and legends
"76,901",Samoan people
"77,066",Samoan philosophy of justice
"76,441",Samoan stories
"76,746",Samoan studies
"77,176",Samoan teachers
"75,546",Samoans
"62,241",sanitation
"23,428",SARS (Disease)
"64,871",satellite remote sensing
"62,246",Satellites
"21,338",Satisfaction
"62,266",Scams
"84,216",Scenario planning
"93,301",schedule control
"93,321",scheduling apps
"93,351",scheduling software
"22,423",Schizophrenia
"20,301",Scholarly communication
"20,706",Scholarly publishing
"62,276",Scholarships
"21,302",School attendance
"62,281",school autonomy
"70,801",School chaplaincy
"22,511",School choice
"66,776",school climate
"90,236",school councils
"20,943",School discipline
"22,099",School enrollment
"62,286",School fees
"62,291",school funding
"71,841",school induction
"72,846",school infrastructure
"89,051",School leadership
"84,226",school libraries
"67,576",School planning
"62,301",school principals
"62,306",school readiness
"62,311",School websites
"72,711",school-based
"23,131",School-to-work transition
"20,403",Schools
"21,729",Schools--Safety measures
"20,764",Science
"62,321",science funding
"62,326",science policy
"20,894",Science--Citizen participation
"33,404",Science--Study and teaching
"68,326",Scientific study
"20,850",Scientists
"62,336",scope of practice
"90,801",Scott Morrison
"22,247",Screen and broadcasting
"83,551",Screen industry
"95,601",screen time
"51,581",screening
"64,836",screening program
"62,346",Sea level rise
"77,361",Seafood
"20,586",Seasonal labour
"84,656",Seasonal Worker Programme (SWP)
"65,281",Second Life
"20,574",Secondary education
"93,096",secondary income
"52,001",secondary schools
"62,351",secondments
"77,386",Sector-Wide Approach
"90,326",Secular society
"36,017",Securities
"67,806",securities lending
"64,901",securitization
"89,566",Security
"62,361",Security Council
"91,646",Security industry
"94,476",Security studies
"20,702",Security systems
"62,366",seed banks
"62,371",seismic events
"62,376",Selective schools
"62,386",Self efficacy
"92,481",self employment
"62,391",Self harm
"62,396",Self regulation framework
"68,101",self-belief
"84,191",Self-care
"62,401",self-defence
"89,841",Self-determination
"21,449","Self-determination, National"
"62,406",self-efficacy
"69,226",Self-interest
"62,411",self-managed superannuation funds
"84,811",Self-publishing
"62,416",self-tracking
"93,131",sellers
"21,738",Senate
"53,446",Senate (Australia)
"62,421",Senate Inquiry
"72,346",senior housing
"72,081",Senior Living
"62,426",seniors
"69,346",sensationalism
"68,986",sensitivity analysis
"69,611",sensor network
"51,951",Sentencing
"62,431",separated families
"62,436",separation of powers
"93,266",septic system
"72,271",sequencing risk
"85,076",Serious assault
"62,441",serious games
"62,446",Service delivery
"89,446",service hubs
"62,451",Service industry
"71,671",service integration
"92,116",service learning
"62,456",Service Quality
"85,171",Service systems
"62,461",SES volunteers
"89,451",Settler colonialism
"62,466",settling
"72,781",Severe cold area
"82,391",Sewage
"22,496",Sex
"22,165",Sex crimes
"22,857",Sex differences
"21,783",Sex discrimination
"62,471",Sex education
"88,556",sex offender registries
"68,331",sex on premises venues
"62,476",Sex work
"96,356",Sex-oriented businesses
"22,397",Sexism
"22,962",Sexting
"21,381",Sexual abuse victims
"20,869",Sexual assault
"21,417",Sexual harassment
"21,361",Sexual health
"62,491",sexual identiy
"21,156",Sexual minorities
"90,401",Sexual misconduct
"62,496",sexual trauma
"62,501",sexualisation of children
"21,815",Sexually transmitted diseases
"97,031",Shade trees
"65,091",Shale gas
"62,506",Shared parenting
"68,291",shared prosperity
"95,886",shared rule
"23,134",Shared virtual environments
"62,511",shareholders
"62,516",sharemarkets
"70,701",Sharia law
"62,521",sharing economy
